source,target,relationship,sentiment,url,article_source,date
The Institute for Employment Research (IAB),BA Jobbörse,partners with,NEUTRAL,https://www.euronews.com/business/2024/10/15/gendered-job-listings-are-women-turning-away-from-masculine-roles,us,2024-10-15
Professor Alexandra Scheele,Euronews,represents,NEUTRAL,https://www.euronews.com/business/2024/10/15/gendered-job-listings-are-women-turning-away-from-masculine-roles,us,2024-10-15
Suchir Balaji,OpenAI,criticizes,HOSTILE,https://www.nytimes.com/2024/10/23/technology/openai-copyright-law.html,us,2024-10-23
Elon Musk,Donald Trump,supports,NEUTRAL,https://www.nytimes.com/2024/10/29/us/politics/elon-musk-trump-economy-hardship.html,us,2024-10-29
Donald Trump,United States,leads,NEUTRAL,https://www.nytimes.com/2024/10/29/us/politics/elon-musk-trump-economy-hardship.html,us,2024-10-29
Donald Trump,Democratic Party,opposes,NEUTRAL,https://www.nytimes.com/2024/10/23/opinion/election-polls-results-trump-harris.html,us,2024-10-23
Obama,polls,opposes,NEUTRAL,https://www.nytimes.com/2024/10/23/opinion/election-polls-results-trump-harris.html,us,2024-10-23
Kamala Harris,polls,opposes,NEUTRAL,https://www.nytimes.com/2024/10/23/opinion/election-polls-results-trump-harris.html,us,2024-10-23
Shigeru Ishiba,Liberal Party,criticizes,HOSTILE,https://www.nytimes.com/2024/10/28/world/asia/japan-election.html,us,2024-10-28
Liberal Party,Parliament,leads,NEUTRAL,https://www.nytimes.com/2024/10/28/world/asia/japan-election.html,us,2024-10-28
Constitutional Democrats,Liberal Party,opposes,NEUTRAL,https://www.nytimes.com/2024/10/28/world/asia/japan-election.html,us,2024-10-28
Xi Jinping,Wang Huning,partners with,NEUTRAL,https://www.nytimes.com/2024/10/26/world/asia/china-xi-jinping-adviser-taiwan.html,us,2024-10-26
Wang Huning,Xi Jinping,supports,FRIENDLY,https://www.nytimes.com/2024/10/26/world/asia/china-xi-jinping-adviser-taiwan.html,us,2024-10-26
Xi Jinping,China,leads,NEUTRAL,https://www.nytimes.com/2024/10/26/world/asia/china-xi-jinping-adviser-taiwan.html,us,2024-10-26
Ma Ying-jeou,Taiwan,represents,NEUTRAL,https://www.nytimes.com/2024/10/26/world/asia/china-xi-jinping-adviser-taiwan.html,us,2024-10-26
Donald Trump,Kamala Harris,opposes,NEUTRAL,https://www.nytimes.com/2024/10/25/upshot/poll-trump-harris-election.html,us,2024-10-25
John F. Kelly,Donald Trump,criticizes,HOSTILE,https://www.nytimes.com/2024/10/25/us/politics/trump-officials-letter-fascist-john-kelly.html,us,2024-10-25
Donald Trump,Adolf Hitler,supports,HOSTILE,https://www.nytimes.com/2024/10/25/us/politics/trump-officials-letter-fascist-john-kelly.html,us,2024-10-25
Donald Trump,United States presidential elections,criticizes,HOSTILE,https://www.nytimes.com/2024/10/28/technology/noncitizen-voting-election.html,us,2024-10-28
Brennan Center for Justice,United States presidential elections,opposes,NEUTRAL,https://www.nytimes.com/2024/10/28/technology/noncitizen-voting-election.html,us,2024-10-28
Cato Institute,United States presidential elections,opposes,NEUTRAL,https://www.nytimes.com/2024/10/28/technology/noncitizen-voting-election.html,us,2024-10-28
Paxton,Donald Trump,criticizes,NEUTRAL,https://www.nytimes.com/2024/10/23/magazine/robert-paxton-facism.html,us,2024-10-23
Jean-Marie Le Pen,Vichy regime,opposes,NEUTRAL,https://www.nytimes.com/2024/10/23/magazine/robert-paxton-facism.html,us,2024-10-23
Paxton,Jean-Marie Le Pen,criticizes,NEUTRAL,https://www.nytimes.com/2024/10/23/magazine/robert-paxton-facism.html,us,2024-10-23
Jean-Marie Le Pen,France,represents,NEUTRAL,https://www.nytimes.com/2024/10/23/magazine/robert-paxton-facism.html,us,2024-10-23
N.I.H.,Johanna Olson-Kennedy,accuses,HOSTILE,https://www.nytimes.com/2024/10/23/science/puberty-blockers-olson-kennedy.html,us,2024-10-23
Federal Trade Commission,Tapestry,opposes,HOSTILE,https://www.nytimes.com/2024/10/24/business/tapestry-capri-merger-coach-versace.html,us,2024-10-24
Judge Jennifer L. Rochon,Tapestry,opposes,HOSTILE,https://www.nytimes.com/2024/10/24/business/tapestry-capri-merger-coach-versace.html,us,2024-10-24
Tapestry,Capri Holdings,partners with,NEUTRAL,https://www.nytimes.com/2024/10/24/business/tapestry-capri-merger-coach-versace.html,us,2024-10-24
Shohei Ohtani,Dodgers,represents,NEUTRAL,https://www.nytimes.com/athletic/live-blogs/dodgers-vs-yankees-live-updates-mlb-world-series-game-5-score/ITdWuysmk4OR/,us,2024-10-30
Aaron Judge,Yankees,represents,NEUTRAL,https://www.nytimes.com/athletic/live-blogs/dodgers-vs-yankees-live-updates-mlb-world-series-game-5-score/ITdWuysmk4OR/,us,2024-10-30
Gerrit Cole,Yankees,represents,NEUTRAL,https://www.nytimes.com/athletic/live-blogs/dodgers-vs-yankees-live-updates-mlb-world-series-game-5-score/ITdWuysmk4OR/,us,2024-10-30
Mookie Betts,Dodgers,represents,NEUTRAL,https://www.nytimes.com/athletic/live-blogs/dodgers-vs-yankees-live-updates-mlb-world-series-game-5-score/ITdWuysmk4OR/,us,2024-10-30
Freddie Freeman,Dodgers,represents,NEUTRAL,https://www.nytimes.com/athletic/live-blogs/dodgers-vs-yankees-live-updates-mlb-world-series-game-5-score/ITdWuysmk4OR/,us,2024-10-30
Aaron Boone,Yankees,leads,NEUTRAL,https://www.nytimes.com/athletic/live-blogs/dodgers-vs-yankees-live-updates-mlb-world-series-game-5-score/ITdWuysmk4OR/,us,2024-10-30
Dave Roberts,Dodgers,leads,NEUTRAL,https://www.nytimes.com/athletic/live-blogs/dodgers-vs-yankees-live-updates-mlb-world-series-game-5-score/ITdWuysmk4OR/,us,2024-10-30
Meyers,Axel,criticizes,HOSTILE,https://www.nytimes.com/2024/10/23/arts/television/seth-meyers-late-night.html,us,2024-10-23
Meyers,Alexi Ashe,partners with,NEUTRAL,https://www.nytimes.com/2024/10/23/arts/television/seth-meyers-late-night.html,us,2024-10-23
Meyers,John Mulaney,partners with,NEUTRAL,https://www.nytimes.com/2024/10/23/arts/television/seth-meyers-late-night.html,us,2024-10-23
Gavin Newsom,California,supports,FRIENDLY,https://www.nytimes.com/2024/10/27/movies/california-governor-newsom-film-tax-credits.html,us,2024-10-27
Anna Walsh Olsen,Ferrara Candy Company,leads,NEUTRAL,https://www.nytimes.com/2024/10/29/us/nerds-gummy-clusters.html,us,2024-10-29
Jeff Bezos,The Washington Post,leads,NEUTRAL,https://www.washingtonpost.com/opinions/2024/10/28/jeff-bezos-washington-post-trust/,us,2024-10-28
Eugene Meyer,The Washington Post,leads,NEUTRAL,https://www.washingtonpost.com/opinions/2024/10/28/jeff-bezos-washington-post-trust/,us,2024-10-28
Dave Limp,Donald Trump,partners with,NEUTRAL,https://www.washingtonpost.com/opinions/2024/10/28/jeff-bezos-washington-post-trust/,us,2024-10-28
Donald Trump,Dave Limp,partners with,NEUTRAL,https://www.washingtonpost.com/opinions/2024/10/28/jeff-bezos-washington-post-trust/,us,2024-10-28
Russia,Ukraine,opposes,HOSTILE,https://www.washingtonpost.com/national-security/interactive/2024/russia-biological-chemical-weapons-laboratory-expansion/,us,2024-10-25
United States,Ukraine,supports,NEUTRAL,https://www.washingtonpost.com/national-security/interactive/2024/russia-biological-chemical-weapons-laboratory-expansion/,us,2024-10-25
Russia,United States,accuses,HOSTILE,https://www.washingtonpost.com/national-security/interactive/2024/russia-biological-chemical-weapons-laboratory-expansion/,us,2024-10-25
United States,Russia,accuses,HOSTILE,https://www.washingtonpost.com/national-security/interactive/2024/russia-biological-chemical-weapons-laboratory-expansion/,us,2024-10-25
Vladimir Putin,Russia,leads,NEUTRAL,https://www.washingtonpost.com/national-security/interactive/2024/russia-biological-chemical-weapons-laboratory-expansion/,us,2024-10-25
United States,Kiev,partners with,NEUTRAL,https://www.washingtonpost.com/national-security/interactive/2024/russia-biological-chemical-weapons-laboratory-expansion/,us,2024-10-25
United States,UN,supports,NEUTRAL,https://www.washingtonpost.com/national-security/interactive/2024/russia-biological-chemical-weapons-laboratory-expansion/,us,2024-10-25
John Ankeney,Dallas Museum of Art,leads,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
Dallas Museum of Art,Dallas,represents,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
Whitney Museum of American Art,Marcel Breuer,opposes,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
Whitney Museum of American Art,Renzo Piano,opposes,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
Whitney Museum of American Art,Manhattan,represents,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
Wadsworth Atheneum,Hartford,represents,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
Crystal Bridges Museum of American Art,Alice Walton,supports,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
Crystal Bridges Museum of American Art,Moshe Safdie,supports,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
Baltimore Museum of Art,Johns Hopkins University,partners with,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
Legion of Honor/De Young,San Francisco,represents,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
San Francisco Museum of Modern Art,San Francisco,represents,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
San Francisco Museum of Modern Art,Mario Botta,supports,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
San Francisco Museum of Modern Art,Snohetta,supports,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
San Francisco Museum of Modern Art,Doris Fisher,partners with,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
Los Angeles County Museum of Art,Peter Zumthor,partners with,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
Los Angeles County Museum of Art,Los Angeles,represents,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
Museum of Modern Art,New York,represents,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
"Museum of Fine Arts, Houston",Mies van der Rohe,partners with,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
"Museum of Fine Arts, Houston",Isamu Noguchi,partners with,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
"Museum of Fine Arts, Boston",New York,opposes,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
"Museum of Fine Arts, Boston",Boston,represents,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
Philadelphia Museum of Art,Philadelphia,represents,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
Philadelphia Museum of Art,Frank Gehry,partners with,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
National Gallery of Art,Andrew Mellon,supports,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
Art Institute of Chicago,Chicago,represents,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
Art Institute of Chicago,Renzo Piano,partners with,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
Metropolitan Museum of Art,New York,represents,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
Metropolitan Museum of Art,D.C.,opposes,NEUTRAL,https://www.washingtonpost.com/entertainment/art/2024/10/24/20-best-art-museums-in-america/,us,2024-10-24
Elon Musk,Donald Trump,supports,NEUTRAL,https://www.washingtonpost.com/business/2024/10/26/elon-musk-immigration-status/,us,2024-10-26
Elon Musk,Kimbal Musk,partners with,NEUTRAL,https://www.washingtonpost.com/business/2024/10/26/elon-musk-immigration-status/,us,2024-10-26
Kimbal Musk,Elon Musk,partners with,NEUTRAL,https://www.washingtonpost.com/business/2024/10/26/elon-musk-immigration-status/,us,2024-10-26
Elon Musk,undocumented migrants,criticizes,HOSTILE,https://www.washingtonpost.com/business/2024/10/26/elon-musk-immigration-status/,us,2024-10-26
Elon Musk,Kamala Harris,accuses,HOSTILE,https://www.washingtonpost.com/business/2024/10/26/elon-musk-immigration-status/,us,2024-10-26
Mohr Davidow Ventures,Elon Musk,supports,NEUTRAL,https://www.washingtonpost.com/business/2024/10/26/elon-musk-immigration-status/,us,2024-10-26
Elon Musk,Donald Trump,supports,FRIENDLY,https://www.washingtonpost.com/business/2024/10/29/elon-musk-2-trillion-budget-cuts-trump-election/,us,2024-10-29
Donald Trump,Elon Musk,partners with,NEUTRAL,https://www.washingtonpost.com/business/2024/10/29/elon-musk-2-trillion-budget-cuts-trump-election/,us,2024-10-29
Donald Trump,Republican,represents,NEUTRAL,https://www.washingtonpost.com/business/2024/10/29/elon-musk-2-trillion-budget-cuts-trump-election/,us,2024-10-29
Elon Musk,United States,criticizes,HOSTILE,https://www.washingtonpost.com/business/2024/10/29/elon-musk-2-trillion-budget-cuts-trump-election/,us,2024-10-29
Elon Musk,Donald Trump,partners with,NEUTRAL,https://www.washingtonpost.com/business/2024/10/29/elon-musk-2-trillion-budget-cuts-trump-election/,us,2024-10-29
Louise Penny,Armand Gamache,represents,NEUTRAL,https://www.washingtonpost.com/books/2024/10/25/louise-penny-gamache-grey-wolf-review/,us,2024-10-25
Armand Gamache,Sûreté du Québec,leads,NEUTRAL,https://www.washingtonpost.com/books/2024/10/25/louise-penny-gamache-grey-wolf-review/,us,2024-10-25
Abby Phillip,CNN,leads,NEUTRAL,https://www.washingtonpost.com/style/media/2024/10/24/scott-jennings-cnn-profile/,us,2024-10-24
Scott Jennings,Donald Trump,supports,NEUTRAL,https://www.washingtonpost.com/style/media/2024/10/24/scott-jennings-cnn-profile/,us,2024-10-24
Scott Jennings,Kamala Harris,opposes,NEUTRAL,https://www.washingtonpost.com/style/media/2024/10/24/scott-jennings-cnn-profile/,us,2024-10-24
Scott Jennings,Democratic Party,criticizes,HOSTILE,https://www.washingtonpost.com/style/media/2024/10/24/scott-jennings-cnn-profile/,us,2024-10-24
Scott Jennings,Ilhan Omar,criticizes,HOSTILE,https://www.washingtonpost.com/style/media/2024/10/24/scott-jennings-cnn-profile/,us,2024-10-24
Scott Jennings,Joe Biden,criticizes,NEUTRAL,https://www.washingtonpost.com/style/media/2024/10/24/scott-jennings-cnn-profile/,us,2024-10-24
Scott Jennings,Michael Eric Dyson,opposes,HOSTILE,https://www.washingtonpost.com/style/media/2024/10/24/scott-jennings-cnn-profile/,us,2024-10-24
Scott Jennings,Jay Michaelson,opposes,HOSTILE,https://www.washingtonpost.com/style/media/2024/10/24/scott-jennings-cnn-profile/,us,2024-10-24
Scott Jennings,Jim Messina,opposes,HOSTILE,https://www.washingtonpost.com/style/media/2024/10/24/scott-jennings-cnn-profile/,us,2024-10-24
Jim Sciutto,Scott Jennings,criticizes,HOSTILE,https://www.washingtonpost.com/style/media/2024/10/24/scott-jennings-cnn-profile/,us,2024-10-24
Bakari Sellers,Scott Jennings,criticizes,HOSTILE,https://www.washingtonpost.com/style/media/2024/10/24/scott-jennings-cnn-profile/,us,2024-10-24
Joe Lockhart,Scott Jennings,criticizes,HOSTILE,https://www.washingtonpost.com/style/media/2024/10/24/scott-jennings-cnn-profile/,us,2024-10-24
David Axelrod,Scott Jennings,supports,NEUTRAL,https://www.washingtonpost.com/style/media/2024/10/24/scott-jennings-cnn-profile/,us,2024-10-24
Scott Jennings,Ron DeSantis,endorses,NEUTRAL,https://www.washingtonpost.com/style/media/2024/10/24/scott-jennings-cnn-profile/,us,2024-10-24
Ben Ferguson,Scott Jennings,supports,FRIENDLY,https://www.washingtonpost.com/style/media/2024/10/24/scott-jennings-cnn-profile/,us,2024-10-24
Scott Jennings,Hugh Hewitt,partners with,NEUTRAL,https://www.washingtonpost.com/style/media/2024/10/24/scott-jennings-cnn-profile/,us,2024-10-24
Donald Trump,Adolf Hitler,criticizes,HOSTILE,https://www.washingtonpost.com/style/media/2024/10/24/scott-jennings-cnn-profile/,us,2024-10-24
Scott Jennings,George Conway,opposes,HOSTILE,https://www.washingtonpost.com/style/media/2024/10/24/scott-jennings-cnn-profile/,us,2024-10-24
Timothy Mellon,MAKE AMERICA GREAT AGAIN INC.,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/biggest-campaign-donors-election-2024/,us,2024-10-28
Timothy Mellon,Donald Trump,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/biggest-campaign-donors-election-2024/,us,2024-10-28
Timothy Mellon,AMERICAN VALUES 2024,supports,NEUTRAL,https://www.washingtonpost.com/elections/interactive/2024/biggest-campaign-donors-election-2024/,us,2024-10-28
