,source,target,relationship,sentiment,url,date
4051,Sarah Lueck,Trump administration,criticizes,HOSTILE,https://www.cnn.com/2024/11/16/business/financial-impact-trump-administration/index.html,2024-11-16
4052,Nick Begich,Republican Party,supports,NEUTRAL,https://www.cnn.com/2024/11/21/politics/house-races-republican-majority/index.html,2024-11-21
4053,Donald Trump,Matt Gaetz,endorses,NEUTRAL,https://www.cnn.com/2024/11/21/politics/house-races-republican-majority/index.html,2024-11-21
4054,Donald Trump,Michael Waltz,endorses,NEUTRAL,https://www.cnn.com/2024/11/21/politics/house-races-republican-majority/index.html,2024-11-21
4055,Donald Trump,Elise Stefanik,endorses,NEUTRAL,https://www.cnn.com/2024/11/21/politics/house-races-republican-majority/index.html,2024-11-21
4056,Matt Gaetz,House,opposes,NEUTRAL,https://www.cnn.com/2024/11/21/politics/house-races-republican-majority/index.html,2024-11-21
4057,JD Vance,Ohio,represents,NEUTRAL,https://www.cnn.com/2024/11/21/politics/house-races-republican-majority/index.html,2024-11-21
4058,Mariannette Miller-Meeks,Christina Bohannan,opposes,NEUTRAL,https://www.cnn.com/2024/11/21/politics/house-races-republican-majority/index.html,2024-11-21
4059,John Duarte,Adam Gray,opposes,NEUTRAL,https://www.cnn.com/2024/11/21/politics/house-races-republican-majority/index.html,2024-11-21
4060,Michelle Steel,Derek Tran,opposes,NEUTRAL,https://www.cnn.com/2024/11/21/politics/house-races-republican-majority/index.html,2024-11-21
4061,Democratic Party,Donald Trump,opposes,HOSTILE,https://www.cnn.com/2024/11/20/politics/2024-results-legitimate-analysis/index.html,2024-11-20
4062,Donald Trump,Democratic Party,opposes,HOSTILE,https://www.cnn.com/2024/11/20/politics/2024-results-legitimate-analysis/index.html,2024-11-20
4063,Donald Trump,Joe Biden,accuses,HOSTILE,https://www.cnn.com/2024/11/20/politics/2024-results-legitimate-analysis/index.html,2024-11-20
4064,Hillary Clinton,Donald Trump,opposes,HOSTILE,https://www.cnn.com/2024/11/20/politics/2024-results-legitimate-analysis/index.html,2024-11-20
4065,Barack Obama,Donald Trump,supports,NEUTRAL,https://www.cnn.com/2024/11/20/politics/2024-results-legitimate-analysis/index.html,2024-11-20
4066,Donald Trump,Kamala Harris,opposes,HOSTILE,https://www.cnn.com/2024/11/20/politics/2024-results-legitimate-analysis/index.html,2024-11-20
4067,Francesco Columbu,Ollolai,leads,NEUTRAL,https://www.cnn.com/2024/11/19/travel/italian-village-ollolai-wants-americans-election-one-dollar-homes/index.html,2024-11-20
4068,Francesco Columbu,CNN,partners with,NEUTRAL,https://www.cnn.com/2024/11/19/travel/italian-village-ollolai-wants-americans-election-one-dollar-homes/index.html,2024-11-20
4069,Ollolai,Americans,supports,FRIENDLY,https://www.cnn.com/2024/11/19/travel/italian-village-ollolai-wants-americans-election-one-dollar-homes/index.html,2024-11-20
4070,Francesco Columbu,US,supports,FRIENDLY,https://www.cnn.com/2024/11/19/travel/italian-village-ollolai-wants-americans-election-one-dollar-homes/index.html,2024-11-20
4071,Francesco Columbu,Donald Trump,criticizes,HOSTILE,https://www.cnn.com/2024/11/19/travel/italian-village-ollolai-wants-americans-election-one-dollar-homes/index.html,2024-11-20
4072,Dana White,Donald Trump,supports,FRIENDLY,https://www.cnn.com/2024/11/22/media/dana-white-ufc-trump-politics/index.html,2024-11-22
4073,Donald Trump,Dana White,partners with,FRIENDLY,https://www.cnn.com/2024/11/22/media/dana-white-ufc-trump-politics/index.html,2024-11-22
4074,Dana White,Republican National Convention,supports,FRIENDLY,https://www.cnn.com/2024/11/22/media/dana-white-ufc-trump-politics/index.html,2024-11-22
4075,Donald Trump,Joe Rogan,partners with,NEUTRAL,https://www.cnn.com/2024/11/22/media/dana-white-ufc-trump-politics/index.html,2024-11-22
4076,Donald Trump,Theo Von,partners with,NEUTRAL,https://www.cnn.com/2024/11/22/media/dana-white-ufc-trump-politics/index.html,2024-11-22
4077,Donald Trump,Adin Ross,partners with,NEUTRAL,https://www.cnn.com/2024/11/22/media/dana-white-ufc-trump-politics/index.html,2024-11-22
4078,Donald Trump,Andrew Schulz,partners with,NEUTRAL,https://www.cnn.com/2024/11/22/media/dana-white-ufc-trump-politics/index.html,2024-11-22
4079,Dana White,politics,opposes,HOSTILE,https://www.cnn.com/2024/11/22/media/dana-white-ufc-trump-politics/index.html,2024-11-22
4080,Donald Trump,immigrants,opposes,NEUTRAL,https://www.nbcnews.com/news/trumps-mass-deportations-split-4-million-mixed-status-families-one-get-rcna181318,2024-11-23
4081,Donald Trump,American history,supports,NEUTRAL,https://www.nbcnews.com/news/trumps-mass-deportations-split-4-million-mixed-status-families-one-get-rcna181318,2024-11-23
4082,Donald Trump,Trump administration,leads,NEUTRAL,https://www.nbcnews.com/news/trumps-mass-deportations-split-4-million-mixed-status-families-one-get-rcna181318,2024-11-23
4083,David Hathaway,Proposition 314,opposes,NEUTRAL,https://www.nbcnews.com/news/trumps-mass-deportations-split-4-million-mixed-status-families-one-get-rcna181318,2024-11-23
4084,Greg Abbott,immigrants,supports,NEUTRAL,https://www.nbcnews.com/news/trumps-mass-deportations-split-4-million-mixed-status-families-one-get-rcna181318,2024-11-23
4085,Ken Kollman,Kamala Harris,criticizes,NEUTRAL,https://www.nbcnews.com/data-graphics/2024-election-results-map-trump-made-biggest-gains-rcna180793,2024-11-23
4086,Kamala Harris,Joe Biden,opposes,NEUTRAL,https://www.nbcnews.com/data-graphics/2024-election-results-map-trump-made-biggest-gains-rcna180793,2024-11-23
4087,Merced County,Donald Trump,supports,NEUTRAL,https://www.nbcnews.com/data-graphics/2024-election-results-map-trump-made-biggest-gains-rcna180793,2024-11-23
4088,Merced County,Clinton,opposes,NEUTRAL,https://www.nbcnews.com/data-graphics/2024-election-results-map-trump-made-biggest-gains-rcna180793,2024-11-23
4089,Merced County,Joe Biden,opposes,NEUTRAL,https://www.nbcnews.com/data-graphics/2024-election-results-map-trump-made-biggest-gains-rcna180793,2024-11-23
4090,Riverside,GOP,supports,NEUTRAL,https://www.nbcnews.com/data-graphics/2024-election-results-map-trump-made-biggest-gains-rcna180793,2024-11-23
4091,Donald Trump,Kamala Harris,opposes,NEUTRAL,https://www.nbcnews.com/data-graphics/2024-election-results-map-trump-made-biggest-gains-rcna180793,2024-11-23
4092,Joe Biden,Kamala Harris,supports,NEUTRAL,https://www.nbcnews.com/data-graphics/2024-election-results-map-trump-made-biggest-gains-rcna180793,2024-11-23
4093,Kamala Harris,Donald Trump,opposes,HOSTILE,https://www.nbcnews.com/politics/kamala-harris/kamala-harris-break-ties-biden-judicial-nominees-rcna180776,2024-11-19
4094,Joe Biden,Democratic Party,supports,NEUTRAL,https://www.nbcnews.com/politics/kamala-harris/kamala-harris-break-ties-biden-judicial-nominees-rcna180776,2024-11-19
4095,Kamala Harris,Joe Biden,partners with,NEUTRAL,https://www.nbcnews.com/politics/kamala-harris/kamala-harris-break-ties-biden-judicial-nominees-rcna180776,2024-11-19
4096,Chuck Schumer,Kamala Harris,partners with,NEUTRAL,https://www.nbcnews.com/politics/kamala-harris/kamala-harris-break-ties-biden-judicial-nominees-rcna180776,2024-11-19
4097,Donald Trump,Republican Party,criticizes,HOSTILE,https://www.nbcnews.com/politics/kamala-harris/kamala-harris-break-ties-biden-judicial-nominees-rcna180776,2024-11-19
4098,Donald Trump,Democratic Party,criticizes,HOSTILE,https://www.nbcnews.com/politics/kamala-harris/kamala-harris-break-ties-biden-judicial-nominees-rcna180776,2024-11-19
4099,Chuck Schumer,Republican Party,opposes,HOSTILE,https://www.nbcnews.com/politics/kamala-harris/kamala-harris-break-ties-biden-judicial-nominees-rcna180776,2024-11-19
4100,Elizabeth Warren,Kamala Harris,supports,NEUTRAL,https://www.nbcnews.com/politics/kamala-harris/kamala-harris-break-ties-biden-judicial-nominees-rcna180776,2024-11-19
4101,Kamala Harris,Donald Trump,opposes,HOSTILE,https://www.nbcnews.com/politics/democratic-jockeying-2028-presidential-election-already-underway-rcna179653,2024-11-16
4102,Josh Shapiro,Kamala Harris,supports,FRIENDLY,https://www.nbcnews.com/politics/democratic-jockeying-2028-presidential-election-already-underway-rcna179653,2024-11-16
4103,Gavin Newsom,Donald Trump,opposes,HOSTILE,https://www.nbcnews.com/politics/democratic-jockeying-2028-presidential-election-already-underway-rcna179653,2024-11-16
4104,JB Pritzker,Donald Trump,opposes,HOSTILE,https://www.nbcnews.com/politics/democratic-jockeying-2028-presidential-election-already-underway-rcna179653,2024-11-16
4105,Gavin Newsom,California state Legislature,leads,NEUTRAL,https://www.nbcnews.com/politics/democratic-jockeying-2028-presidential-election-already-underway-rcna179653,2024-11-16
4106,JB Pritzker,Colorado Gov. Jared Polis,partners with,NEUTRAL,https://www.nbcnews.com/politics/democratic-jockeying-2028-presidential-election-already-underway-rcna179653,2024-11-16
4107,Donald Trump,Gavin Newsom,criticizes,HOSTILE,https://www.nbcnews.com/politics/democratic-jockeying-2028-presidential-election-already-underway-rcna179653,2024-11-16
4108,Mark Cuban,Kamala Harris,supports,FRIENDLY,https://www.nbcnews.com/politics/democratic-jockeying-2028-presidential-election-already-underway-rcna179653,2024-11-16
4109,Gretchen Whitmer,Josh Shapiro,partners with,NEUTRAL,https://www.nbcnews.com/politics/democratic-jockeying-2028-presidential-election-already-underway-rcna179653,2024-11-16
4110,Ossoff,Raphael Warnock,partners with,NEUTRAL,https://www.nbcnews.com/politics/democratic-jockeying-2028-presidential-election-already-underway-rcna179653,2024-11-16
4111,Donald Trump,Matt Gaetz,endorses,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/three-trumps-cabinet-selections-face-allegations-sexual-misconduct-rcna180872,2024-11-21
4112,Donald Trump,Pete Hegseth,endorses,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/three-trumps-cabinet-selections-face-allegations-sexual-misconduct-rcna180872,2024-11-21
4113,Donald Trump,Robert F. Kennedy Jr.,endorses,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/three-trumps-cabinet-selections-face-allegations-sexual-misconduct-rcna180872,2024-11-21
4114,Marc Short,Mike Pence,represents,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/three-trumps-cabinet-selections-face-allegations-sexual-misconduct-rcna180872,2024-11-21
4115,Donald Trump,Brett Kavanaugh,supports,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/three-trumps-cabinet-selections-face-allegations-sexual-misconduct-rcna180872,2024-11-21
4116,Donald Trump,Congress,opposes,HOSTILE,https://www.nbcnews.com/politics/donald-trump/three-trumps-cabinet-selections-face-allegations-sexual-misconduct-rcna180872,2024-11-21
4117,Karoline Leavitt,Donald Trump,supports,FRIENDLY,https://www.nbcnews.com/politics/donald-trump/three-trumps-cabinet-selections-face-allegations-sexual-misconduct-rcna180872,2024-11-21
4118,Donald Trump,JD Vance,partners with,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/three-trumps-cabinet-selections-face-allegations-sexual-misconduct-rcna180872,2024-11-21
4119,JD Vance,Matt Gaetz,supports,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/three-trumps-cabinet-selections-face-allegations-sexual-misconduct-rcna180872,2024-11-21
4120,JD Vance,Pete Hegseth,supports,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/three-trumps-cabinet-selections-face-allegations-sexual-misconduct-rcna180872,2024-11-21
4121,Matt Gaetz,Donald Trump,supports,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/three-trumps-cabinet-selections-face-allegations-sexual-misconduct-rcna180872,2024-11-21
4122,Andy Puzder,Donald Trump,endorses,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/three-trumps-cabinet-selections-face-allegations-sexual-misconduct-rcna180872,2024-11-21
4123,Patrick Shanahan,Donald Trump,endorses,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/three-trumps-cabinet-selections-face-allegations-sexual-misconduct-rcna180872,2024-11-21
4124,Ronny Jackson,Donald Trump,endorses,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/three-trumps-cabinet-selections-face-allegations-sexual-misconduct-rcna180872,2024-11-21
4125,Donald Trump,United Nations,leads,NEUTRAL,https://www.nbcnews.com/specials/trumps-white-house-cabinet-appointments-tracker-selections/,2024-11-22
4126,Donald Trump,2024 election,criticizes,NEUTRAL,https://www.nbcnews.com/tech/tech-news/election-denialism-emerges-left-trumps-win-rcna179797,2024-11-16
4127,Kamala Harris,2024 election,opposes,NEUTRAL,https://www.nbcnews.com/tech/tech-news/election-denialism-emerges-left-trumps-win-rcna179797,2024-11-16
4128,Elon Musk,Donald Trump,supports,NEUTRAL,https://www.nbcnews.com/tech/tech-news/election-denialism-emerges-left-trumps-win-rcna179797,2024-11-16
4129,Elon Musk,2024 election,criticizes,NEUTRAL,https://www.nbcnews.com/tech/tech-news/election-denialism-emerges-left-trumps-win-rcna179797,2024-11-16
4130,Max Read,2024 election,criticizes,NEUTRAL,https://www.nbcnews.com/tech/tech-news/election-denialism-emerges-left-trumps-win-rcna179797,2024-11-16
4131,Sam Howard,2020 election,criticizes,NEUTRAL,https://www.nbcnews.com/tech/tech-news/election-denialism-emerges-left-trumps-win-rcna179797,2024-11-16
4132,Joe Rogan,Elon Musk,supports,NEUTRAL,https://www.nbcnews.com/tech/tech-news/election-denialism-emerges-left-trumps-win-rcna179797,2024-11-16
4133,Jen Easterly,election,opposes,NEUTRAL,https://www.nbcnews.com/tech/tech-news/election-denialism-emerges-left-trumps-win-rcna179797,2024-11-16
4134,Harris Victory Fund,Kamala Harris,supports,NEUTRAL,https://www.nbcnews.com/tech/tech-news/election-denialism-emerges-left-trumps-win-rcna179797,2024-11-16
4135,Donald Trump,Mehmet Oz,endorses,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/dr-mehmet-oz-proposed-massive-changes-medicare-trump-rcna181017,2024-11-21
4136,Mike Crapo,Mehmet Oz,supports,FRIENDLY,https://www.nbcnews.com/politics/donald-trump/dr-mehmet-oz-proposed-massive-changes-medicare-trump-rcna181017,2024-11-21
4137,Mehmet Oz,Medicare Advantage for All,endorses,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/dr-mehmet-oz-proposed-massive-changes-medicare-trump-rcna181017,2024-11-21
4138,George Halvorson,Medicare Advantage for All,partners with,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/dr-mehmet-oz-proposed-massive-changes-medicare-trump-rcna181017,2024-11-21
4139,Kamala Harris,Medicare for All,endorses,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/dr-mehmet-oz-proposed-massive-changes-medicare-trump-rcna181017,2024-11-21
4140,Larry Levitt,Kamala Harris,criticizes,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/dr-mehmet-oz-proposed-massive-changes-medicare-trump-rcna181017,2024-11-21
4141,Donald Trump,Obamacare,opposes,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/dr-mehmet-oz-proposed-massive-changes-medicare-trump-rcna181017,2024-11-21
4142,Mehmet Oz,the Affordable Care Act,criticizes,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/dr-mehmet-oz-proposed-massive-changes-medicare-trump-rcna181017,2024-11-21
4143,Patty Murray,Mehmet Oz,criticizes,HOSTILE,https://www.nbcnews.com/politics/donald-trump/dr-mehmet-oz-proposed-massive-changes-medicare-trump-rcna181017,2024-11-21
4144,Patty Murray,Donald Trump,criticizes,HOSTILE,https://www.nbcnews.com/politics/donald-trump/dr-mehmet-oz-proposed-massive-changes-medicare-trump-rcna181017,2024-11-21
4145,Ron Wyden,Mehmet Oz,criticizes,NEUTRAL,https://www.nbcnews.com/politics/donald-trump/dr-mehmet-oz-proposed-massive-changes-medicare-trump-rcna181017,2024-11-21
4146,John Fetterman,Mehmet Oz,criticizes,HOSTILE,https://www.nbcnews.com/politics/donald-trump/dr-mehmet-oz-proposed-massive-changes-medicare-trump-rcna181017,2024-11-21
4147,Joe Biden,Democratic Party,represents,NEUTRAL,https://www.nbcnews.com/politics/2024-election/democrats-lost-working-class-union-leaders-say-time-reconstruct-democr-rcna179284,2024-11-18
4148,Joe Biden,Teamsters,supports,FRIENDLY,https://www.nbcnews.com/politics/2024-election/democrats-lost-working-class-union-leaders-say-time-reconstruct-democr-rcna179284,2024-11-18
4149,Kamala Harris,Democratic Party,represents,NEUTRAL,https://www.nbcnews.com/politics/2024-election/democrats-lost-working-class-union-leaders-say-time-reconstruct-democr-rcna179284,2024-11-18
4150,Kamala Harris,Teamsters,supports,FRIENDLY,https://www.nbcnews.com/politics/2024-election/democrats-lost-working-class-union-leaders-say-time-reconstruct-democr-rcna179284,2024-11-18
4151,Brent Booker,Democratic Party,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/democrats-lost-working-class-union-leaders-say-time-reconstruct-democr-rcna179284,2024-11-18
4152,Donald Trump,white working-class voters,supports,NEUTRAL,https://www.nbcnews.com/politics/2024-election/democrats-lost-working-class-union-leaders-say-time-reconstruct-democr-rcna179284,2024-11-18
4153,Donald Trump,China,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/democrats-lost-working-class-union-leaders-say-time-reconstruct-democr-rcna179284,2024-11-18
4154,Liz Schuler,Donald Trump,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/democrats-lost-working-class-union-leaders-say-time-reconstruct-democr-rcna179284,2024-11-18
4155,Bernie Sanders,Democratic Party,criticizes,HOSTILE,https://www.nbcnews.com/politics/2024-election/democrats-lost-working-class-union-leaders-say-time-reconstruct-democr-rcna179284,2024-11-18
4156,Joe Biden,white working-class voters,supports,FRIENDLY,https://www.nbcnews.com/politics/2024-election/democrats-lost-working-class-union-leaders-say-time-reconstruct-democr-rcna179284,2024-11-18
4157,Kamala Harris,white working-class voters,supports,FRIENDLY,https://www.nbcnews.com/politics/2024-election/democrats-lost-working-class-union-leaders-say-time-reconstruct-democr-rcna179284,2024-11-18
